,NUMERO EXPEDIENTE,DESCRIPCION CAUSA
80135,2019S008032    ,No hi ha causa mediata
80136,2019S004295    ,No hi ha causa mediata
80137,2019S009126    ,Alcoholèmia
80138,2019S003594    ,No hi ha causa mediata
80139,2019S004871    ,No hi ha causa mediata
80140,2019S009147    ,No hi ha causa mediata
80141,2019S008762    ,No hi ha causa mediata
80142,2019S009815    ,No hi ha causa mediata
80143,2019S005386    ,No hi ha causa mediata
80144,2019S000738    ,No hi ha causa mediata
80145,2019S000203    ,No hi ha causa mediata
80146,2019S008089    ,No hi ha causa mediata
80147,2019S009027    ,No hi ha causa mediata
80148,2019S006670    ,No hi ha causa mediata
80149,2019S006485    ,No hi ha causa mediata
80150,2019S003263    ,No hi ha causa mediata
80151,2019S002869    ,No hi ha causa mediata
80152,2019S005084    ,No hi ha causa mediata
80153,2019S009958    ,No hi ha causa mediata
80154,2019S009029    ,Factors meteorològics
80155,2019S000338    ,No hi ha causa mediata
80156,2019S005837    ,No hi ha causa mediata
80157,2019S002637    ,No hi ha causa mediata
80158,2019S000100    ,No hi ha causa mediata
80159,2019S002980    ,No hi ha causa mediata
80160,2019S007113    ,Calçada en mal estat
80161,2019S004820    ,No hi ha causa mediata
80162,2019S000736    ,No hi ha causa mediata
80163,2019S004945    ,Alcoholèmia
80164,2019S009946    ,No hi ha causa mediata
80165,2019S005401    ,No hi ha causa mediata
80166,2019S002948    ,No hi ha causa mediata
80167,2019S005761    ,No hi ha causa mediata
80168,2019S005291    ,No hi ha causa mediata
80169,2019S002435    ,No hi ha causa mediata
80170,2019S000917    ,No hi ha causa mediata
80171,2019S005575    ,No hi ha causa mediata
80172,2019S008098    ,Excés de velocitat o inadequada
80173,2019S001984    ,No hi ha causa mediata
80174,2019S001414    ,No hi ha causa mediata
80175,2019S009781    ,No hi ha causa mediata
80176,2019S006941    ,No hi ha causa mediata
80177,2019S004452    ,No hi ha causa mediata
80178,2019S003165    ,No hi ha causa mediata
80179,2019S000848    ,No hi ha causa mediata
80180,2019S001988    ,No hi ha causa mediata
80181,2019S004313    ,No hi ha causa mediata
80182,2019S005772    ,No hi ha causa mediata
80183,2019S008195    ,No hi ha causa mediata
80184,2019S000072    ,No hi ha causa mediata
80185,2019S001501    ,No hi ha causa mediata
80186,2019S007610    ,Objectes o animals a la calçada
80187,2019S001078    ,No hi ha causa mediata
80188,2019S006141    ,No hi ha causa mediata
80189,2019S001467    ,No hi ha causa mediata
80190,2019S005413    ,No hi ha causa mediata
80191,2019S004748    ,No hi ha causa mediata
80192,2019S000379    ,Alcoholèmia
80193,2019S002255    ,No hi ha causa mediata
80194,2019S003283    ,No hi ha causa mediata
80195,2019S004381    ,No hi ha causa mediata
80196,2019S005989    ,No hi ha causa mediata
80197,2019S001955    ,No hi ha causa mediata
80198,2019S007621    ,No hi ha causa mediata
80199,2019S005123    ,No hi ha causa mediata
80200,2019S004728    ,No hi ha causa mediata
80201,2019S007843    ,No hi ha causa mediata
80202,2019S006384    ,No hi ha causa mediata
80203,2019S007295    ,No hi ha causa mediata
80204,2019S008246    ,No hi ha causa mediata
80205,2019S007040    ,No hi ha causa mediata
80206,2019S002391    ,No hi ha causa mediata
80207,2019S001336    ,No hi ha causa mediata
80208,2019S006848    ,No hi ha causa mediata
80209,2019S004007    ,No hi ha causa mediata
80210,2019S004615    ,No hi ha causa mediata
80211,2019S005488    ,No hi ha causa mediata
80212,2019S009298    ,No hi ha causa mediata
80213,2019S001257    ,Alcoholèmia
80214,2019S006800    ,No hi ha causa mediata
80215,2019S003424    ,No hi ha causa mediata
80216,2019S003179    ,No hi ha causa mediata
80217,2019S007648    ,No hi ha causa mediata
80218,2019S002224    ,No hi ha causa mediata
80219,2019S008371    ,No hi ha causa mediata
80220,2019S009306    ,No hi ha causa mediata
80221,2019S001895    ,No hi ha causa mediata
80222,2019S002126    ,No hi ha causa mediata
80223,2019S007455    ,No hi ha causa mediata
80224,2019S001697    ,Alcoholèmia
80225,2019S000709    ,No hi ha causa mediata
80226,2019S003411    ,No hi ha causa mediata
80227,2019S002736    ,Alcoholèmia
80228,2019S003660    ,No hi ha causa mediata
80229,2019S007964    ,No hi ha causa mediata
80230,2019S003571    ,No hi ha causa mediata
80231,2019S001022    ,No hi ha causa mediata
80232,2019S003894    ,No hi ha causa mediata
80233,2019S008966    ,No hi ha causa mediata
80234,2019S007316    ,No hi ha causa mediata
80235,2019S005633    ,No hi ha causa mediata
80236,2019S004897    ,Alcoholèmia
80237,2019S003664    ,No hi ha causa mediata
80238,2019S001778    ,No hi ha causa mediata
80239,2019S003222    ,No hi ha causa mediata
80240,2019S003291    ,No hi ha causa mediata
80241,2019S002696    ,No hi ha causa mediata
80242,2019S007769    ,No hi ha causa mediata
80243,2019S009623    ,No hi ha causa mediata
80244,2019S008598    ,No hi ha causa mediata
80245,2019S001134    ,No hi ha causa mediata
80246,2019S006793    ,No hi ha causa mediata
80247,2019S008454    ,Alcoholèmia
80248,2019S007363    ,Drogues o medicaments
80249,2019S006677    ,No hi ha causa mediata
80250,2019S009853    ,No hi ha causa mediata
80251,2019S004177    ,No hi ha causa mediata
80252,2019S006509    ,No hi ha causa mediata
80253,2019S007030    ,No hi ha causa mediata
80254,2019S005665    ,No hi ha causa mediata
80255,2019S009009    ,No hi ha causa mediata
80256,2019S007881    ,No hi ha causa mediata
80257,2019S004559    ,No hi ha causa mediata
80258,2019S004225    ,No hi ha causa mediata
80259,2019S009472    ,No hi ha causa mediata
80260,2019S000346    ,No hi ha causa mediata
80261,2019S005056    ,No hi ha causa mediata
80262,2019S000450    ,No hi ha causa mediata
80263,2019S002476    ,No hi ha causa mediata
80264,2019S007431    ,No hi ha causa mediata
80265,2019S000890    ,No hi ha causa mediata
80266,2019S003501    ,No hi ha causa mediata
80267,2019S001256    ,No hi ha causa mediata
80268,2019S005620    ,No hi ha causa mediata
80269,2019S008781    ,No hi ha causa mediata
80270,2019S008849    ,No hi ha causa mediata
80271,2019S005799    ,No hi ha causa mediata
80272,2019S006551    ,No hi ha causa mediata
80273,2019S007866    ,Excés de velocitat o inadequada
80274,2019S009944    ,Alcoholèmia
80275,2019S004903    ,No hi ha causa mediata
80276,2019S000270    ,Excés de velocitat o inadequada
80277,2019S009431    ,No hi ha causa mediata
80278,2019S008300    ,No hi ha causa mediata
80279,2019S003096    ,No hi ha causa mediata
80280,2019S007729    ,No hi ha causa mediata
80281,2019S007730    ,No hi ha causa mediata
80282,2019S006779    ,No hi ha causa mediata
80283,2019S004597    ,No hi ha causa mediata
80284,2019S009365    ,No hi ha causa mediata
80285,2019S002192    ,No hi ha causa mediata
80286,2019S001281    ,No hi ha causa mediata
80287,2019S006408    ,No hi ha causa mediata
80288,2019S002934    ,No hi ha causa mediata
80289,2019S001761    ,No hi ha causa mediata
80290,2019S004616    ,No hi ha causa mediata
80291,2019S001672    ,No hi ha causa mediata
80292,2019S006650    ,Alcoholèmia
80293,2019S006696    ,No hi ha causa mediata
80294,2019S006833    ,No hi ha causa mediata
80295,2019S008730    ,No hi ha causa mediata
80296,2019S007998    ,No hi ha causa mediata
80297,2019S001609    ,Alcoholèmia
80298,2019S005288    ,No hi ha causa mediata
80299,2019S006870    ,No hi ha causa mediata
80300,2019S004731    ,No hi ha causa mediata
80301,2019S003142    ,No hi ha causa mediata
80302,2019S000580    ,No hi ha causa mediata
80303,2019S005105    ,No hi ha causa mediata
80304,2019S000120    ,No hi ha causa mediata
80305,2019S006884    ,No hi ha causa mediata
80306,2019S008739    ,No hi ha causa mediata
80307,2019S006990    ,No hi ha causa mediata
80308,2019S002246    ,No hi ha causa mediata
80309,2019S002928    ,No hi ha causa mediata
80310,2019S005918    ,No hi ha causa mediata
80311,2019S001376    ,No hi ha causa mediata
80312,2019S000067    ,No hi ha causa mediata
80313,2019S004486    ,No hi ha causa mediata
80314,2019S004040    ,No hi ha causa mediata
80315,2019S000611    ,No hi ha causa mediata
80316,2019S000528    ,No hi ha causa mediata
80317,2019S001349    ,No hi ha causa mediata
80318,2019S008948    ,No hi ha causa mediata
80319,2019S006366    ,No hi ha causa mediata
80320,2019S006039    ,No hi ha causa mediata
80321,2019S006963    ,No hi ha causa mediata
80322,2019S003956    ,No hi ha causa mediata
80323,2019S004625    ,No hi ha causa mediata
80324,2019S007162    ,No hi ha causa mediata
80325,2019S005021    ,No hi ha causa mediata
80326,2019S007787    ,No hi ha causa mediata
80327,2019S005689    ,No hi ha causa mediata
80328,2019S002265    ,Alcoholèmia
80329,2019S002685    ,No hi ha causa mediata
80330,2019S005976    ,No hi ha causa mediata
80331,2019S008385    ,No hi ha causa mediata
80332,2019S001858    ,No hi ha causa mediata
80333,2019S004402    ,No hi ha causa mediata
80334,2019S009859    ,No hi ha causa mediata
80335,2019S005611    ,No hi ha causa mediata
80336,2019S008364    ,No hi ha causa mediata
80337,2019S004084    ,No hi ha causa mediata
80338,2019S006146    ,No hi ha causa mediata
80339,2019S005960    ,No hi ha causa mediata
80340,2019S004832    ,No hi ha causa mediata
80341,2019S008716    ,Alcoholèmia
80342,2019S006601    ,No hi ha causa mediata
80343,2019S003952    ,No hi ha causa mediata
80344,2019S003245    ,No hi ha causa mediata
80345,2019S002711    ,No hi ha causa mediata
80346,2019S005083    ,No hi ha causa mediata
80347,2019S007453    ,No hi ha causa mediata
80348,2019S007133    ,No hi ha causa mediata
80349,2019S009413    ,No hi ha causa mediata
80350,2019S004797    ,No hi ha causa mediata
80351,2019S004959    ,No hi ha causa mediata
80352,2019S002017    ,No hi ha causa mediata
80353,2019S002041    ,No hi ha causa mediata
80354,2019S009810    ,No hi ha causa mediata
80355,2019S001364    ,No hi ha causa mediata
80356,2019S003065    ,No hi ha causa mediata
80357,2019S003419    ,No hi ha causa mediata
80358,2019S004484    ,No hi ha causa mediata
80359,2019S007337    ,No hi ha causa mediata
80360,2019S002522    ,No hi ha causa mediata
80361,2019S007192    ,No hi ha causa mediata
80362,2019S001999    ,No hi ha causa mediata
80363,2019S000737    ,No hi ha causa mediata
80364,2019S005524    ,No hi ha causa mediata
80365,2019S000030    ,No hi ha causa mediata
80366,2019S005054    ,No hi ha causa mediata
80367,2019S008169    ,No hi ha causa mediata
80368,2019S008353    ,No hi ha causa mediata
80369,2019S008097    ,Alcoholèmia
80370,2019S000920    ,No hi ha causa mediata
80371,2019S008824    ,No hi ha causa mediata
80372,2019S003850    ,No hi ha causa mediata
80373,2019S008945    ,No hi ha causa mediata
80374,2019S007475    ,No hi ha causa mediata
80375,2019S005587    ,No hi ha causa mediata
80376,2019S009056    ,No hi ha causa mediata
80377,2019S004297    ,No hi ha causa mediata
80378,2019S004685    ,No hi ha causa mediata
80379,2019S009681    ,No hi ha causa mediata
80380,2019S004565    ,No hi ha causa mediata
80381,2019S009947    ,No hi ha causa mediata
80382,2019S002997    ,No hi ha causa mediata
80383,2019S002528    ,No hi ha causa mediata
80384,2019S004224    ,No hi ha causa mediata
80385,2019S003815    ,No hi ha causa mediata
80386,2019S003014    ,No hi ha causa mediata
80387,2019S009581    ,No hi ha causa mediata
80388,2019S008661    ,No hi ha causa mediata
80389,2019S007102    ,Alcoholèmia
80390,2019S008830    ,No hi ha causa mediata
80391,2019S004412    ,No hi ha causa mediata
80392,2019S002790    ,No hi ha causa mediata
80393,2019S008352    ,No hi ha causa mediata
80394,2019S001874    ,Alcoholèmia
80395,2019S007394    ,No hi ha causa mediata
80396,2019S002723    ,Alcoholèmia
80397,2019S004868    ,No hi ha causa mediata
80398,2019S005641    ,No hi ha causa mediata
80399,2019S009265    ,No hi ha causa mediata
80400,2019S006154    ,No hi ha causa mediata
80401,2019S007878    ,No hi ha causa mediata
80402,2019S002599    ,No hi ha causa mediata
80403,2019S001956    ,No hi ha causa mediata
80404,2019S001099    ,No hi ha causa mediata
80405,2019S003246    ,No hi ha causa mediata
80406,2019S002899    ,No hi ha causa mediata
80407,2019S009271    ,No hi ha causa mediata
80408,2019S006678    ,No hi ha causa mediata
80409,2019S009624    ,No hi ha causa mediata
80410,2019S004168    ,No hi ha causa mediata
80411,2019S002854    ,No hi ha causa mediata
80412,2019S009801    ,No hi ha causa mediata
80413,2019S008110    ,No hi ha causa mediata
80414,2019S007220    ,No hi ha causa mediata
80415,2019S006282    ,No hi ha causa mediata
80416,2019S007339    ,No hi ha causa mediata
80417,2019S005701    ,No hi ha causa mediata
80418,2019S008910    ,No hi ha causa mediata
80419,2019S008936    ,No hi ha causa mediata
80420,2019S005206    ,No hi ha causa mediata
80421,2019S008218    ,No hi ha causa mediata
80422,2019S007555    ,No hi ha causa mediata
80423,2019S009613    ,No hi ha causa mediata
80424,2019S001508    ,No hi ha causa mediata
80425,2019S009792    ,No hi ha causa mediata
80426,2019S009389    ,No hi ha causa mediata
80427,2019S001628    ,No hi ha causa mediata
80428,2019S009474    ,No hi ha causa mediata
80429,2019S005081    ,No hi ha causa mediata
80430,2019S008573    ,No hi ha causa mediata
80431,2019S000396    ,No hi ha causa mediata
80432,2019S009272    ,No hi ha causa mediata
80433,2019S002331    ,No hi ha causa mediata
80434,2019S007375    ,No hi ha causa mediata
80435,2019S006742    ,No hi ha causa mediata
80436,2019S008408    ,No hi ha causa mediata
80437,2019S007912    ,No hi ha causa mediata
80438,2019S005607    ,No hi ha causa mediata
80439,2019S007359    ,No hi ha causa mediata
80440,2019S007333    ,No hi ha causa mediata
80441,2019S009407    ,No hi ha causa mediata
80442,2019S003338    ,No hi ha causa mediata
80443,2019S008301    ,No hi ha causa mediata
80444,2019S004732    ,No hi ha causa mediata
80445,2019S008407    ,No hi ha causa mediata
80446,2019S007512    ,No hi ha causa mediata
80447,2019S000341    ,No hi ha causa mediata
80448,2019S003957    ,No hi ha causa mediata
80449,2019S000813    ,No hi ha causa mediata
80450,2019S009455    ,No hi ha causa mediata
80451,2019S005368    ,No hi ha causa mediata
80452,2019S002479    ,No hi ha causa mediata
80453,2019S004556    ,No hi ha causa mediata
80454,2019S004291    ,No hi ha causa mediata
80455,2019S010012    ,No hi ha causa mediata
80456,2019S006837    ,No hi ha causa mediata
80457,2019S002938    ,No hi ha causa mediata
80458,2019S003444    ,No hi ha causa mediata
80459,2019S000872    ,No hi ha causa mediata
80460,2019S007581    ,No hi ha causa mediata
80461,2019S007338    ,No hi ha causa mediata
80462,2019S001987    ,No hi ha causa mediata
80463,2019S008173    ,No hi ha causa mediata
80464,2019S004171    ,Alcoholèmia
80465,2019S005586    ,No hi ha causa mediata
80466,2019S006746    ,No hi ha causa mediata
80467,2019S005519    ,Excés de velocitat o inadequada
80468,2019S001061    ,No hi ha causa mediata
80469,2019S001267    ,No hi ha causa mediata
80470,2019S005199    ,No hi ha causa mediata
80471,2019S003334    ,No hi ha causa mediata
80472,2019S009264    ,No hi ha causa mediata
80473,2019S003909    ,No hi ha causa mediata
80474,2019S003916    ,No hi ha causa mediata
80475,2019S003783    ,No hi ha causa mediata
80476,2019S005465    ,No hi ha causa mediata
80477,2019S006469    ,No hi ha causa mediata
80478,2019S001287    ,No hi ha causa mediata
80479,2019S005246    ,No hi ha causa mediata
80480,2019S001228    ,No hi ha causa mediata
80481,2019S008597    ,No hi ha causa mediata
80482,2019S002083    ,No hi ha causa mediata
80483,2019S001834    ,No hi ha causa mediata
80484,2019S006957    ,No hi ha causa mediata
80485,2019S009387    ,No hi ha causa mediata
80486,2019S010045    ,No hi ha causa mediata
80487,2019S008768    ,No hi ha causa mediata
80488,2019S009599    ,No hi ha causa mediata
80489,2019S008748    ,No hi ha causa mediata
80490,2019S000452    ,No hi ha causa mediata
80491,2019S001041    ,Alcoholèmia
80492,2019S009486    ,No hi ha causa mediata
80493,2019S004784    ,No hi ha causa mediata
80494,2019S000051    ,No hi ha causa mediata
80495,2019S007979    ,No hi ha causa mediata
80496,2019S006474    ,No hi ha causa mediata
80497,2019S007703    ,No hi ha causa mediata
80498,2019S004008    ,No hi ha causa mediata
80499,2019S004344    ,No hi ha causa mediata
80500,2019S006987    ,No hi ha causa mediata
80501,2019S006185    ,No hi ha causa mediata
80502,2019S007671    ,No hi ha causa mediata
80503,2019S000315    ,No hi ha causa mediata
80504,2019S006508    ,No hi ha causa mediata
80505,2019S002983    ,No hi ha causa mediata
80506,2019S002051    ,No hi ha causa mediata
80507,2019S000160    ,No hi ha causa mediata
80508,2019S000174    ,Alcoholèmia
80509,2019S005155    ,No hi ha causa mediata
80510,2019S001500    ,No hi ha causa mediata
80511,2019S003963    ,No hi ha causa mediata
80512,2019S003047    ,Alcoholèmia
80513,2019S000123    ,No hi ha causa mediata
80514,2019S004542    ,No hi ha causa mediata
80515,2019S003910    ,No hi ha causa mediata
80516,2019S005210    ,No hi ha causa mediata
80517,2019S006687    ,No hi ha causa mediata
80518,2019S006246    ,No hi ha causa mediata
80519,2019S002475    ,No hi ha causa mediata
80520,2019S008118    ,No hi ha causa mediata
80521,2019S002520    ,No hi ha causa mediata
80522,2019S005906    ,No hi ha causa mediata
80523,2019S001386    ,No hi ha causa mediata
80524,2019S002493    ,No hi ha causa mediata
80525,2019S001859    ,No hi ha causa mediata
80526,2019S009477    ,No hi ha causa mediata
80527,2019S009085    ,No hi ha causa mediata
80528,2019S006894    ,No hi ha causa mediata
80529,2019S006067    ,No hi ha causa mediata
80530,2019S002068    ,No hi ha causa mediata
80531,2019S003250    ,Alcoholèmia
80532,2019S000113    ,No hi ha causa mediata
80533,2019S007182    ,No hi ha causa mediata
80534,2019S003643    ,No hi ha causa mediata
80535,2019S005659    ,No hi ha causa mediata
80536,2019S006991    ,No hi ha causa mediata
80537,2019S003883    ,No hi ha causa mediata
80538,2019S007591    ,No hi ha causa mediata
80539,2019S008808    ,No hi ha causa mediata
80540,2019S000479    ,No hi ha causa mediata
80541,2019S008092    ,No hi ha causa mediata
80542,2019S008959    ,No hi ha causa mediata
80543,2019S001056    ,No hi ha causa mediata
80544,2019S006312    ,No hi ha causa mediata
80545,2019S006201    ,Alcoholèmia
80546,2019S009381    ,No hi ha causa mediata
80547,2019S009080    ,Alcoholèmia
80548,2019S002698    ,No hi ha causa mediata
80549,2019S003060    ,No hi ha causa mediata
80550,2019S004898    ,No hi ha causa mediata
80551,2019S009441    ,No hi ha causa mediata
80552,2019S001899    ,No hi ha causa mediata
80553,2019S004803    ,No hi ha causa mediata
80554,2019S003610    ,No hi ha causa mediata
80555,2019S005787    ,No hi ha causa mediata
80556,2019S001209    ,No hi ha causa mediata
80557,2019S005692    ,No hi ha causa mediata
80558,2019S009989    ,No hi ha causa mediata
80559,2019S002218    ,No hi ha causa mediata
80560,2019S009088    ,Alcoholèmia
80561,2019S000484    ,Alcoholèmia
80562,2019S002999    ,No hi ha causa mediata
80563,2019S006533    ,No hi ha causa mediata
80564,2019S003186    ,No hi ha causa mediata
80565,2019S004918    ,No hi ha causa mediata
80566,2019S000642    ,No hi ha causa mediata
80567,2019S002001    ,No hi ha causa mediata
80568,2019S004721    ,No hi ha causa mediata
80569,2019S007204    ,No hi ha causa mediata
80570,2019S008470    ,No hi ha causa mediata
80571,2019S001437    ,No hi ha causa mediata
80572,2019S000684    ,No hi ha causa mediata
80573,2019S006487    ,No hi ha causa mediata
80574,2019S002032    ,No hi ha causa mediata
80575,2019S005828    ,Alcoholèmia
80576,2019S005473    ,No hi ha causa mediata
80577,2019S000801    ,No hi ha causa mediata
80578,2019S009406    ,No hi ha causa mediata
80579,2019S009107    ,No hi ha causa mediata
80580,2019S003504    ,No hi ha causa mediata
80581,2019S002492    ,No hi ha causa mediata
80582,2019S008892    ,Alcoholèmia
80583,2019S009342    ,No hi ha causa mediata
80584,2019S008432    ,No hi ha causa mediata
80585,2019S001431    ,No hi ha causa mediata
80586,2019S000064    ,No hi ha causa mediata
80587,2019S004120    ,No hi ha causa mediata
80588,2019S000331    ,No hi ha causa mediata
80589,2019S009195    ,No hi ha causa mediata
80590,2019S002777    ,No hi ha causa mediata
80591,2019S002287    ,Alcoholèmia
80592,2019S003879    ,No hi ha causa mediata
80593,2019S009769    ,No hi ha causa mediata
80594,2019S009170    ,No hi ha causa mediata
80595,2019S004730    ,Alcoholèmia
80596,2019S003836    ,No hi ha causa mediata
80597,2019S009938    ,No hi ha causa mediata
80598,2019S004179    ,No hi ha causa mediata
80599,2019S007868    ,No hi ha causa mediata
80600,2019S006862    ,No hi ha causa mediata
80601,2019S002293    ,No hi ha causa mediata
80602,2019S004096    ,No hi ha causa mediata
80603,2019S009752    ,No hi ha causa mediata
80604,2019S005437    ,No hi ha causa mediata
80605,2019S000147    ,No hi ha causa mediata
80606,2019S000369    ,No hi ha causa mediata
80607,2019S003377    ,No hi ha causa mediata
80608,2019S004299    ,No hi ha causa mediata
80609,2019S005889    ,No hi ha causa mediata
80610,2019S004701    ,Alcoholèmia
80611,2019S002464    ,No hi ha causa mediata
80612,2019S005847    ,No hi ha causa mediata
80613,2019S007005    ,No hi ha causa mediata
80614,2019S007066    ,No hi ha causa mediata
80615,2019S009876    ,No hi ha causa mediata
80616,2019S000888    ,No hi ha causa mediata
80617,2019S004493    ,No hi ha causa mediata
80618,2019S006764    ,No hi ha causa mediata
80619,2019S005182    ,No hi ha causa mediata
80620,2019S006501    ,No hi ha causa mediata
80621,2019S000539    ,No hi ha causa mediata
80622,2019S004805    ,No hi ha causa mediata
80623,2019S000868    ,Alcoholèmia
80624,2019S000139    ,No hi ha causa mediata
80625,2019S002488    ,No hi ha causa mediata
80626,2019S008956    ,No hi ha causa mediata
80627,2019S000471    ,No hi ha causa mediata
80628,2019S007928    ,No hi ha causa mediata
80629,2019S008319    ,No hi ha causa mediata
80630,2019S002182    ,No hi ha causa mediata
80631,2019S006371    ,No hi ha causa mediata
80632,2019S002297    ,No hi ha causa mediata
80633,2019S009763    ,No hi ha causa mediata
80634,2019S008882    ,No hi ha causa mediata
80635,2019S007222    ,No hi ha causa mediata
80636,2019S005379    ,No hi ha causa mediata
80637,2019S001629    ,No hi ha causa mediata
80638,2019S006227    ,No hi ha causa mediata
80639,2019S006789    ,No hi ha causa mediata
80640,2019S006255    ,No hi ha causa mediata
80641,2019S003676    ,No hi ha causa mediata
80642,2019S009204    ,No hi ha causa mediata
80643,2019S002494    ,No hi ha causa mediata
80644,2019S007665    ,No hi ha causa mediata
80645,2019S002200    ,No hi ha causa mediata
80646,2019S008940    ,No hi ha causa mediata
80647,2019S002579    ,No hi ha causa mediata
80648,2019S004953    ,No hi ha causa mediata
80649,2019S007143    ,No hi ha causa mediata
80650,2019S007599    ,No hi ha causa mediata
80651,2019S008053    ,No hi ha causa mediata
80652,2019S000373    ,No hi ha causa mediata
80653,2019S009694    ,No hi ha causa mediata
80654,2019S003298    ,Drogues o medicaments
80655,2019S001751    ,No hi ha causa mediata
80656,2019S005394    ,No hi ha causa mediata
80657,2019S008189    ,No hi ha causa mediata
80658,2019S002787    ,No hi ha causa mediata
80659,2019S004665    ,No hi ha causa mediata
80660,2019S007559    ,No hi ha causa mediata
80661,2019S009152    ,No hi ha causa mediata
80662,2019S007100    ,No hi ha causa mediata
80663,2019S001279    ,No hi ha causa mediata
80664,2019S000910    ,No hi ha causa mediata
80665,2019S008560    ,No hi ha causa mediata
80666,2019S002432    ,No hi ha causa mediata
80667,2019S008142    ,No hi ha causa mediata
80668,2019S002244    ,No hi ha causa mediata
80669,2019S004664    ,No hi ha causa mediata
80670,2019S002992    ,No hi ha causa mediata
80671,2019S009066    ,No hi ha causa mediata
80672,2019S007969    ,No hi ha causa mediata
80673,2019S009523    ,No hi ha causa mediata
80674,2019S004030    ,No hi ha causa mediata
80675,2019S007985    ,No hi ha causa mediata
80676,2019S009173    ,No hi ha causa mediata
80677,2019S003517    ,No hi ha causa mediata
80678,2019S006343    ,No hi ha causa mediata
80679,2019S002347    ,No hi ha causa mediata
80680,2019S006319    ,No hi ha causa mediata
80681,2019S004719    ,No hi ha causa mediata
80682,2019S004795    ,No hi ha causa mediata
80683,2019S003229    ,No hi ha causa mediata
80684,2019S007947    ,No hi ha causa mediata
80685,2019S002286    ,No hi ha causa mediata
80686,2019S009538    ,No hi ha causa mediata
80687,2019S008989    ,Calçada en mal estat
80688,2019S006697    ,No hi ha causa mediata
80689,2019S000153    ,No hi ha causa mediata
80690,2019S005619    ,No hi ha causa mediata
80691,2019S000398    ,No hi ha causa mediata
80692,2019S005407    ,No hi ha causa mediata
80693,2019S007915    ,No hi ha causa mediata
80694,2019S003627    ,No hi ha causa mediata
80695,2019S003604    ,No hi ha causa mediata
80696,2019S001143    ,No hi ha causa mediata
80697,2019S001085    ,No hi ha causa mediata
80698,2019S009582    ,No hi ha causa mediata
80699,2019S001756    ,No hi ha causa mediata
80700,2019S008942    ,No hi ha causa mediata
80701,2019S008380    ,No hi ha causa mediata
80702,2019S003191    ,No hi ha causa mediata
80703,2019S003938    ,No hi ha causa mediata
80704,2019S005169    ,No hi ha causa mediata
80705,2019S001496    ,No hi ha causa mediata
80706,2019S004156    ,No hi ha causa mediata
80707,2019S001140    ,No hi ha causa mediata
80708,2019S002203    ,No hi ha causa mediata
80709,2019S006813    ,No hi ha causa mediata
80710,2019S003734    ,No hi ha causa mediata
80711,2019S009411    ,No hi ha causa mediata
80712,2019S006231    ,No hi ha causa mediata
80713,2019S004858    ,No hi ha causa mediata
80714,2019S006525    ,No hi ha causa mediata
80715,2019S010039    ,No hi ha causa mediata
80716,2019S005309    ,No hi ha causa mediata
80717,2019S000985    ,No hi ha causa mediata
80718,2019S001846    ,No hi ha causa mediata
80719,2019S005252    ,No hi ha causa mediata
80720,2019S005223    ,No hi ha causa mediata
80721,2019S003029    ,No hi ha causa mediata
80722,2019S007019    ,No hi ha causa mediata
80723,2019S004355    ,No hi ha causa mediata
80724,2019S006788    ,No hi ha causa mediata
80725,2019S000583    ,No hi ha causa mediata
80726,2019S007006    ,No hi ha causa mediata
80727,2019S007873    ,No hi ha causa mediata
80728,2019S000132    ,No hi ha causa mediata
80729,2019S008168    ,No hi ha causa mediata
80730,2019S007272    ,No hi ha causa mediata
80731,2019S000094    ,No hi ha causa mediata
80732,2019S009182    ,No hi ha causa mediata
80733,2019S005161    ,No hi ha causa mediata
80734,2019S004444    ,No hi ha causa mediata
80735,2019S008917    ,No hi ha causa mediata
80736,2019S008208    ,No hi ha causa mediata
80737,2019S009002    ,No hi ha causa mediata
80738,2019S000429    ,No hi ha causa mediata
80739,2019S004702    ,No hi ha causa mediata
80740,2019S000152    ,No hi ha causa mediata
80741,2019S004522    ,No hi ha causa mediata
80742,2019S008995    ,No hi ha causa mediata
80743,2019S005429    ,No hi ha causa mediata
80744,2019S000088    ,No hi ha causa mediata
80745,2019S007850    ,No hi ha causa mediata
80746,2019S008723    ,No hi ha causa mediata
80747,2019S009740    ,No hi ha causa mediata
80748,2019S006724    ,No hi ha causa mediata
80749,2019S003843    ,No hi ha causa mediata
80750,2019S004147    ,No hi ha causa mediata
80751,2019S004937    ,No hi ha causa mediata
80752,2019S000948    ,No hi ha causa mediata
80753,2019S001354    ,No hi ha causa mediata
80754,2019S009012    ,No hi ha causa mediata
80755,2019S002656    ,No hi ha causa mediata
80756,2019S009865    ,No hi ha causa mediata
80757,2019S003432    ,No hi ha causa mediata
80758,2019S005664    ,No hi ha causa mediata
80759,2019S006262    ,No hi ha causa mediata
80760,2019S007590    ,No hi ha causa mediata
80761,2019S009373    ,No hi ha causa mediata
80762,2019S001218    ,No hi ha causa mediata
80763,2019S001976    ,No hi ha causa mediata
80764,2019S000810    ,No hi ha causa mediata
80765,2019S000878    ,No hi ha causa mediata
80766,2019S003918    ,No hi ha causa mediata
80767,2019S007326    ,No hi ha causa mediata
80768,2019S006036    ,No hi ha causa mediata
80769,2019S000340    ,No hi ha causa mediata
80770,2019S000886    ,No hi ha causa mediata
80771,2019S004076    ,No hi ha causa mediata
